,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
847,20,0,36.0,15523,0,0,1,0,3,0,0,0,0,0,1,5,6,1972,1972,0,0,4,5,1,0.0,1,0,1,1,0,3,6,460,0,0,404,864,0,0,0,0,864,0,0,864,1,0,1,0,3,1,1,5,0,1,4,0,1972.0,1,1,338,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,133500
848,50,0,75.0,45600,0,0,2,1,0,0,16,0,0,0,2,6,8,1908,1997,0,0,2,4,1,0.0,1,0,2,1,0,0,2,0,0,0,907,907,0,2,0,0,1307,1051,0,2358,0,0,3,0,5,1,1,10,0,1,2,1,1908.0,1,2,360,1,0,0,486,40,0,0,175,0,0,0,0,0,9,2008,0,0,240000
849,80,0,80.0,9600,0,0,0,0,1,0,1,1,0,0,4,6,7,1976,1994,1,0,8,5,0,360.0,0,2,1,1,0,0,2,0,0,0,528,528,0,0,0,0,1094,761,0,1855,0,0,2,1,3,1,1,7,0,1,1,0,1976.0,0,2,512,0,0,0,113,100,0,0,0,0,0,0,0,0,8,2007,0,0,187000
850,120,1,36.0,4435,0,0,0,0,0,0,0,0,0,3,1,6,5,2003,2003,0,0,0,0,0,170.0,0,0,0,0,0,3,0,659,0,0,189,848,0,0,0,0,848,0,0,848,1,0,1,0,1,1,0,3,0,0,0,0,2003.0,2,2,420,0,0,0,140,0,0,0,0,0,0,0,0,0,11,2007,0,0,131500
852,75,0,53.0,7128,0,0,0,0,0,0,2,0,0,0,5,7,5,1941,1950,0,0,1,1,1,0.0,1,2,1,1,0,0,3,364,0,0,554,918,0,1,0,0,918,728,0,1646,0,0,2,0,4,1,1,7,0,2,2,1,1941.0,1,1,240,0,0,0,0,0,0,0,126,0,0,1,0,0,8,2007,0,0,164000
854,20,0,102.0,17920,0,0,0,0,0,0,8,0,0,0,1,5,4,1955,1974,1,0,2,5,1,0.0,1,0,1,1,0,2,1,306,2,1085,372,1763,0,2,0,0,1779,0,0,1779,1,0,1,1,3,1,1,6,0,1,2,0,1955.0,1,2,454,0,0,0,0,418,0,0,312,0,0,0,0,0,7,2006,0,1,170000
857,60,0,65.0,8125,0,0,0,0,0,0,17,0,0,0,0,6,5,1994,1995,0,0,4,3,1,0.0,1,0,0,0,0,0,2,0,0,0,702,702,0,1,0,0,702,779,0,1481,0,0,2,1,3,1,1,6,0,1,1,0,1994.0,2,2,343,0,0,0,0,36,0,0,0,0,0,0,0,0,3,2009,0,0,174000
858,20,0,80.0,10400,0,0,0,0,0,0,19,0,0,0,1,7,5,1976,1976,0,0,4,3,0,189.0,1,0,1,0,0,0,2,0,0,0,1090,1090,0,2,0,0,1370,0,0,1370,0,0,2,0,3,1,1,6,0,1,1,0,1976.0,0,2,479,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2009,0,4,152000
860,50,0,55.0,7642,0,0,0,0,2,0,2,0,0,0,2,7,8,1918,1998,0,0,2,4,1,0.0,0,0,2,1,0,0,2,0,0,0,912,912,0,1,0,0,912,514,0,1426,0,0,1,1,3,1,0,7,0,1,2,1,1925.0,1,1,216,0,0,0,0,240,0,0,0,0,0,2,0,0,6,2007,0,0,189950
861,190,0,75.0,11625,0,0,0,0,0,0,8,0,0,1,1,5,4,1965,1965,1,0,8,3,1,0.0,1,0,0,1,0,2,6,841,0,0,198,1039,0,0,0,0,1039,0,0,1039,1,0,1,1,3,1,1,6,0,0,0,0,1965.0,1,2,504,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2010,0,0,131500
862,20,0,81.0,9672,0,0,0,0,2,0,10,0,0,0,1,6,5,1984,1985,1,0,4,5,1,0.0,1,0,0,0,0,0,0,338,0,0,702,1040,0,2,0,0,1097,0,0,1097,0,0,2,0,3,1,1,6,0,0,0,0,1986.0,1,2,480,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2010,0,0,152000
863,20,0,70.0,7931,0,0,0,0,0,0,11,0,0,0,1,5,5,1959,1959,1,0,3,5,1,0.0,1,0,1,1,0,0,6,1148,0,0,0,1148,0,2,0,0,1148,0,0,1148,1,0,1,0,3,1,1,6,0,0,0,0,1959.0,1,1,672,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2009,0,0,132500
864,20,3,72.0,8640,0,0,0,0,0,0,5,0,0,0,1,7,5,2007,2008,0,0,0,0,1,0.0,0,0,0,2,0,0,2,0,0,0,1372,1372,0,0,0,0,1372,0,0,1372,0,0,2,0,3,1,0,6,0,0,0,0,2008.0,2,2,529,0,0,0,0,140,0,0,0,0,0,0,0,0,5,2008,1,2,250580
866,20,0,67.0,10656,0,0,1,3,0,0,14,0,0,0,1,8,5,2006,2007,0,0,0,0,2,274.0,0,0,0,0,0,3,2,0,0,0,1638,1638,0,0,0,0,1646,0,0,1646,0,0,2,0,3,1,0,6,0,1,2,0,2007.0,0,3,870,0,0,0,192,80,0,0,0,0,0,0,0,0,11,2007,1,2,248900
867,20,0,85.0,6970,0,0,0,0,2,0,8,1,0,0,1,4,5,1961,1961,0,0,0,0,1,0.0,1,0,1,1,0,0,1,932,0,0,108,1040,0,2,0,0,1120,0,0,1120,1,0,1,1,3,1,3,5,0,0,0,0,1961.0,0,2,544,0,0,0,168,0,0,0,0,0,0,0,1,400,5,2007,0,0,129000
869,60,0,80.0,9938,0,0,0,0,0,0,10,0,0,0,0,7,5,1993,1994,0,0,1,1,0,246.0,0,0,0,0,0,0,0,750,0,0,300,1050,0,0,0,0,1062,887,0,1949,1,0,2,1,3,1,0,8,0,1,1,0,1993.0,2,2,574,0,0,0,156,90,0,0,0,0,0,2,0,0,6,2010,0,0,236000
870,20,0,60.0,6600,0,0,0,0,0,0,11,6,0,0,1,5,5,1962,1962,1,0,1,1,1,0.0,1,0,1,1,0,0,2,0,0,0,894,894,0,1,1,0,894,0,0,894,0,0,1,0,2,1,1,5,0,0,0,1,1962.0,1,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2009,0,0,109500
871,60,0,70.0,8750,0,0,0,0,0,0,0,0,0,0,0,6,5,1998,1998,0,0,0,0,0,116.0,1,0,0,0,0,0,0,505,0,0,299,804,0,0,0,0,804,878,0,1682,0,0,2,1,3,1,0,7,0,0,0,0,1998.0,0,2,523,0,0,0,0,77,0,0,0,0,0,0,0,0,6,2010,0,0,200500
872,20,0,74.0,8892,0,0,0,0,2,0,11,0,0,0,1,5,7,1953,1996,0,0,5,2,1,0.0,0,0,5,1,0,3,2,0,0,0,105,105,0,1,0,0,910,0,0,910,0,0,1,0,3,1,0,5,0,0,0,0,1953.0,1,2,414,0,0,0,196,0,150,0,0,0,0,3,0,0,10,2008,0,0,116000
873,40,0,60.0,12144,0,0,0,0,0,0,11,0,0,0,1,5,7,1949,1950,0,0,4,3,1,0.0,0,0,1,1,0,0,3,375,0,0,457,832,0,1,0,0,1036,0,232,1268,0,0,1,0,3,1,1,6,0,1,2,0,1949.0,1,1,288,0,0,0,0,28,0,0,0,0,0,0,2,0,9,2009,0,0,133000
874,50,1,52.0,5720,0,0,0,0,0,0,6,2,0,0,2,5,6,1941,1950,0,0,2,4,1,0.0,1,0,1,1,0,0,2,0,0,0,676,676,0,0,0,0,676,455,0,1131,0,0,1,1,3,1,1,5,0,0,0,1,1941.0,1,1,200,0,0,0,26,0,0,0,0,0,0,0,0,0,8,2009,0,1,66500
875,60,3,75.0,9000,0,0,0,0,0,0,5,0,0,0,0,8,5,2007,2007,0,0,6,6,1,0.0,0,0,0,0,0,3,0,64,0,0,1120,1184,0,0,0,0,1184,1426,0,2610,0,0,2,1,4,1,2,11,0,1,2,2,2007.0,2,2,550,0,0,0,208,364,0,0,0,0,0,0,0,0,8,2007,1,2,303477
876,20,0,94.0,25286,0,0,0,3,0,1,4,0,0,0,1,4,5,1963,1963,0,0,4,5,1,0.0,1,0,0,1,0,1,1,633,0,0,431,1064,0,1,0,0,1040,0,0,1040,1,0,1,0,3,1,1,5,0,0,0,0,1963.0,1,2,648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,132250
877,60,0,74.0,8834,0,0,0,0,0,0,9,0,0,0,0,9,5,2004,2005,1,0,0,0,2,216.0,0,0,0,2,0,0,0,1170,0,0,292,1462,0,0,0,0,1462,762,0,2224,1,0,2,1,4,1,2,10,0,1,2,0,2004.0,2,3,738,0,0,0,184,0,0,0,0,0,0,0,0,0,6,2009,0,0,350000
878,85,0,88.0,11782,0,0,1,0,0,0,8,0,0,0,7,5,7,1961,1995,0,0,4,3,1,0.0,1,0,1,1,0,3,1,899,0,0,210,1109,0,2,0,0,1155,0,0,1155,1,0,1,0,3,1,0,6,3,0,0,1,1987.0,1,2,576,0,0,0,192,0,0,0,0,0,0,1,1,400,6,2010,0,0,148000
880,20,0,60.0,7024,0,0,0,0,0,0,18,0,0,0,1,5,5,2005,2006,0,0,0,0,1,0.0,1,0,0,2,1,0,1,980,0,0,110,1090,0,1,0,0,1090,0,0,1090,1,0,1,1,2,1,1,5,0,0,0,0,2005.0,2,2,450,0,0,0,0,49,0,0,0,0,0,0,0,0,6,2007,0,0,157000
881,50,0,44.0,13758,0,0,1,0,3,0,14,0,0,0,2,7,5,1990,1991,0,0,4,3,0,117.0,0,2,1,0,0,2,5,902,0,0,254,1156,0,0,0,0,1187,530,0,1717,0,0,2,1,3,1,0,7,0,1,1,0,1990.0,0,2,400,0,0,0,168,36,0,0,0,0,0,0,0,0,4,2007,0,0,187500
883,75,0,60.0,6204,0,0,0,1,0,0,23,0,0,0,6,4,5,1912,1950,0,0,2,4,1,0.0,0,0,0,1,3,0,2,0,0,0,795,795,0,2,1,0,954,795,481,2230,1,0,1,0,5,1,1,10,0,0,0,1,1997.0,1,1,440,0,2,0,0,188,0,0,0,0,0,0,0,0,3,2006,0,0,118500
884,20,0,65.0,7150,0,0,0,0,0,0,11,0,0,0,1,5,5,1967,1967,0,0,4,3,0,60.0,1,0,1,1,0,0,6,432,0,0,460,892,0,2,0,0,892,0,0,892,0,0,1,0,3,1,1,5,0,0,0,0,1967.0,0,1,288,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2009,0,0,100000
885,120,3,50.0,5119,0,0,1,0,3,0,5,0,0,3,1,9,5,1999,2000,0,0,1,1,0,60.0,0,0,0,2,0,3,0,1238,0,0,460,1698,0,0,0,0,1709,0,0,1709,1,0,2,0,2,1,0,5,0,1,1,0,1999.0,2,2,506,0,0,0,97,65,0,0,0,0,0,0,0,0,1,2008,4,1,328900
886,90,0,70.0,8393,0,0,0,0,2,0,11,0,0,2,1,5,5,1959,2005,0,0,1,1,0,122.0,1,0,1,1,0,0,5,528,0,0,1098,1626,0,0,0,0,1712,0,0,1712,0,0,2,0,4,2,1,8,0,0,0,0,2005.0,2,2,588,0,0,0,272,54,0,0,0,0,0,0,0,0,6,2006,0,4,145000
887,50,0,59.0,16466,0,0,1,0,0,0,18,0,0,0,2,5,7,1955,1955,0,0,1,1,1,0.0,1,2,0,1,0,0,2,0,0,0,816,816,0,2,0,0,872,521,0,1393,0,0,1,1,3,1,1,8,0,0,0,0,1955.0,1,1,300,0,0,0,121,0,0,0,265,0,0,0,0,0,4,2008,0,0,135500
888,20,0,95.0,15865,0,0,1,0,0,1,11,0,0,0,1,8,6,1970,1970,4,4,2,4,1,0.0,0,2,0,1,1,1,1,351,2,823,1043,2217,0,0,0,0,2217,0,0,2217,1,0,2,0,4,1,0,8,0,1,1,0,1970.0,1,2,621,0,0,0,81,207,0,0,224,0,0,0,0,0,10,2007,0,0,268000
889,20,0,128.0,12160,0,0,0,0,0,0,11,1,0,0,1,6,4,1953,1953,1,0,2,4,0,90.0,1,0,1,1,0,0,6,1024,0,0,481,1505,0,0,0,0,1505,0,0,1505,1,0,1,0,2,1,1,6,0,1,1,0,1953.0,0,2,505,0,0,0,0,0,0,162,0,0,0,0,0,0,2,2009,0,0,149500
890,50,0,60.0,8064,0,0,0,0,2,0,11,2,0,0,2,5,7,1949,2006,0,0,1,1,1,0.0,1,2,1,1,0,2,2,0,0,0,672,672,0,0,0,0,672,252,0,924,0,0,1,0,3,1,1,6,0,1,5,1,2003.0,1,2,576,0,0,0,0,0,0,0,0,0,0,1,1,2000,7,2007,0,0,122900
891,60,0,70.0,11184,0,0,0,0,0,0,8,0,0,0,0,6,5,1978,1978,1,0,4,3,0,92.0,1,0,1,1,0,0,5,226,2,500,192,918,0,1,0,0,918,765,0,1683,0,0,2,1,3,1,1,7,0,1,1,0,1978.0,0,2,440,0,0,0,243,0,0,0,0,0,0,0,0,0,7,2009,0,0,172500
892,20,0,70.0,8414,0,0,0,0,0,0,8,0,0,0,1,6,8,1963,2003,1,0,4,3,1,0.0,1,0,1,1,0,0,0,663,0,0,396,1059,0,2,0,0,1068,0,0,1068,0,1,1,0,3,1,1,6,0,0,0,0,1963.0,0,1,264,0,0,0,192,0,0,0,0,0,0,1,0,0,2,2006,0,0,154500
894,90,0,64.0,7018,0,0,0,1,0,0,10,0,0,2,1,5,5,1979,1979,0,0,8,5,1,0.0,1,0,4,3,2,4,4,0,1,0,0,0,0,2,0,0,1535,0,0,1535,0,0,2,0,4,2,1,8,0,0,0,0,1979.0,1,2,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009,0,3,118858
895,60,0,71.0,7056,0,0,0,0,0,0,11,0,0,0,0,6,5,1963,1963,1,0,4,3,0,415.0,1,0,1,1,0,0,6,400,0,0,380,780,0,2,0,0,983,813,0,1796,1,0,1,1,4,1,1,8,0,1,1,0,1963.0,0,2,483,0,0,0,0,50,0,0,0,0,0,0,0,0,10,2008,0,0,140000
896,30,1,50.0,8765,0,1,0,0,0,0,12,0,0,0,1,4,6,1936,1950,0,0,2,4,1,0.0,1,0,2,1,0,0,1,285,0,0,666,951,0,0,1,0,951,0,0,951,0,0,1,0,2,1,1,6,0,0,0,1,1936.0,1,1,327,0,0,0,0,28,0,0,0,0,0,0,0,0,4,2006,0,1,106500
897,90,0,64.0,7018,0,0,0,0,0,0,10,1,0,2,0,5,5,1979,1979,0,0,8,5,1,0.0,1,0,4,3,2,4,4,0,1,0,0,0,0,2,0,0,1120,1120,0,2240,0,0,2,0,6,2,1,12,0,0,0,1,1979.0,1,2,528,0,0,0,154,0,0,0,0,0,0,0,0,0,6,2009,0,3,142953
898,20,0,100.0,12919,0,0,1,0,0,0,9,0,0,0,1,9,5,2009,2010,1,0,0,0,2,760.0,2,0,0,2,0,1,0,2188,0,0,142,2330,0,0,0,0,2364,0,0,2364,1,0,2,1,2,1,2,11,0,2,2,0,2009.0,2,3,820,0,0,0,0,67,0,0,0,0,0,0,0,0,3,2010,1,2,611657
899,20,0,65.0,6993,0,0,0,0,0,0,8,1,0,0,1,5,7,1961,1994,0,0,4,5,1,0.0,1,0,1,1,0,0,6,465,0,0,447,912,0,2,0,0,1236,0,0,1236,0,0,1,0,3,1,1,6,0,1,1,0,1961.0,1,1,288,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,135000
901,20,0,64.0,8712,0,0,1,0,0,0,11,0,0,0,1,5,7,1957,2000,1,0,1,1,1,0.0,1,2,1,1,0,2,6,860,0,0,132,992,0,2,0,0,1306,0,0,1306,1,0,1,0,2,1,1,5,0,0,0,1,1968.0,1,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,153000
902,60,0,63.0,7875,0,0,0,0,0,0,17,0,0,0,0,7,5,2003,2003,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,783,783,0,0,0,0,807,702,0,1509,0,0,2,1,3,1,0,8,0,1,2,0,2003.0,2,2,393,0,0,0,0,75,0,0,0,0,0,0,0,0,7,2006,0,0,180000
903,20,0,50.0,14859,0,0,1,3,3,0,17,0,0,0,1,7,5,2006,2006,1,0,0,0,0,27.0,0,0,0,0,0,0,2,0,0,0,1670,1670,0,0,0,0,1670,0,0,1670,0,0,2,0,3,1,0,7,0,1,2,0,2006.0,0,3,690,0,0,0,144,60,0,0,0,0,0,0,0,0,8,2006,1,2,240000
905,20,0,80.0,9920,0,0,0,0,0,0,11,0,0,0,1,5,5,1954,1954,0,0,4,3,2,110.0,1,0,1,1,0,0,3,354,5,290,412,1056,0,2,0,0,1063,0,0,1063,1,0,1,0,3,1,1,6,0,0,0,0,1954.0,0,1,280,0,0,0,0,0,164,0,0,0,0,1,0,0,2,2010,0,0,128000
906,20,0,116.0,13501,0,0,1,0,2,0,5,0,0,0,1,8,5,2006,2006,0,0,0,0,2,208.0,0,0,0,0,0,0,0,63,0,0,1560,1623,0,0,0,0,1636,0,0,1636,1,0,2,0,3,1,0,8,0,1,2,0,2006.0,0,3,865,0,0,0,0,60,0,0,0,0,0,0,0,0,6,2007,0,0,255000
907,50,0,86.0,11500,0,0,1,0,0,0,2,0,0,0,2,7,7,1936,1987,0,0,3,7,1,0.0,0,0,1,0,0,0,3,223,0,0,794,1017,0,1,0,0,1020,1037,0,2057,0,0,1,1,3,1,0,6,0,1,2,0,1936.0,2,1,180,1,0,0,0,0,0,0,322,0,0,0,0,0,6,2006,0,0,250000
909,60,0,149.0,12589,0,0,2,0,0,0,17,0,0,0,0,6,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,742,742,0,0,0,0,742,742,0,1484,0,0,2,1,3,1,0,8,0,1,2,0,2005.0,2,2,390,0,0,0,36,24,0,0,0,0,0,0,0,0,6,2009,0,0,174000
910,90,0,80.0,11600,0,0,0,0,2,0,11,1,0,2,0,5,5,1960,1960,0,0,1,1,0,361.0,1,0,1,1,0,0,3,443,0,0,662,1105,0,2,0,2,1105,1169,0,2274,0,0,2,0,5,2,1,12,0,0,0,1,1960.0,1,2,480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,0,0,154300
912,30,1,51.0,6120,0,0,0,0,0,0,7,0,0,0,1,5,7,1925,1950,0,0,1,1,1,0.0,1,0,2,1,0,0,3,489,0,0,279,768,0,2,1,0,1015,0,0,1015,0,0,1,0,3,1,1,6,1,0,0,1,1925.0,1,1,450,0,0,0,0,0,112,0,120,0,0,1,1,620,7,2006,0,1,88000
913,90,4,82.0,6270,0,0,0,3,0,0,2,0,0,2,0,5,6,1949,1950,0,0,1,1,1,0.0,1,0,1,1,0,0,6,284,0,0,717,1001,0,2,1,2,1001,1001,0,2002,0,0,2,0,4,2,1,8,0,0,0,5,1949.0,1,3,871,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2007,0,0,145000
914,160,3,30.0,3000,0,2,0,0,0,0,5,0,0,3,0,6,5,2009,2009,0,0,0,0,2,76.0,0,0,0,0,0,3,0,294,0,0,318,612,0,0,0,0,612,612,0,1224,0,0,2,1,2,1,0,4,0,0,0,1,2009.0,0,2,528,0,0,0,0,234,0,0,0,0,0,0,0,0,6,2009,1,2,173733
915,160,1,21.0,2001,0,0,0,0,0,0,13,0,0,4,0,4,5,1970,1970,0,0,6,6,0,80.0,1,0,1,1,0,0,2,0,0,0,546,546,0,3,0,0,546,546,0,1092,0,0,1,1,3,1,1,6,0,0,0,0,1970.0,1,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,0,0,75000
916,20,2,50.0,9000,0,0,0,0,0,0,12,0,0,0,1,2,3,1949,1950,0,0,9,9,1,0.0,1,0,1,1,0,3,6,50,0,0,430,480,0,2,1,2,480,0,0,480,1,0,0,0,1,1,1,4,0,0,0,1,1958.0,1,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2006,0,1,35311
918,60,0,103.0,13125,0,0,1,0,2,0,10,0,0,0,0,7,5,1991,1991,0,0,4,3,1,0.0,0,0,0,2,0,2,6,48,4,634,422,1104,0,0,0,0,912,1215,0,2127,1,0,2,1,4,1,0,8,0,1,1,0,1991.0,0,3,833,0,0,0,72,192,224,0,0,0,0,2,0,0,11,2007,0,0,238000
919,20,0,87.0,11029,0,0,1,0,2,0,11,0,0,0,1,6,8,1958,2002,1,0,1,1,1,0.0,2,0,1,0,0,0,1,528,3,411,245,1184,0,0,0,0,1414,0,0,1414,1,0,1,0,3,1,1,6,1,1,1,0,1990.0,1,2,601,0,0,0,0,51,0,0,190,0,0,0,0,0,5,2008,0,0,176500
920,60,0,70.0,8462,0,0,1,0,0,0,10,0,0,0,0,6,5,1994,1994,0,0,4,3,0,105.0,0,2,0,0,1,0,0,814,0,0,114,928,0,0,0,0,936,785,0,1721,0,1,2,1,3,1,0,7,0,0,0,0,1994.0,0,2,471,0,0,0,300,87,0,0,0,0,0,0,0,0,7,2007,0,0,201000
922,20,0,65.0,10237,0,0,0,0,0,0,17,5,0,0,1,6,5,2005,2006,0,0,0,0,1,0.0,0,0,0,0,0,0,0,28,0,0,1288,1316,0,0,0,0,1316,0,0,1316,0,0,2,0,3,1,0,6,0,1,2,0,2005.0,2,2,397,0,0,0,100,0,0,23,0,0,0,0,0,0,10,2006,1,2,169990
923,120,0,50.0,8012,0,0,0,0,0,0,10,0,0,3,1,6,5,1993,1994,0,0,8,5,1,0.0,0,0,0,0,0,0,5,165,4,841,598,1604,0,0,0,0,1617,0,0,1617,1,0,2,0,2,1,0,5,0,1,4,0,1993.0,0,2,533,0,0,0,0,69,0,0,0,0,0,0,0,0,7,2008,0,0,193000
924,20,0,79.0,10240,0,0,0,0,0,0,19,0,0,0,1,6,6,1980,1980,0,0,8,5,0,157.0,1,2,1,0,0,0,6,625,5,1061,0,1686,0,2,0,0,1686,0,0,1686,1,0,2,0,3,1,1,7,0,1,1,0,1980.0,1,2,612,0,0,0,384,131,0,0,0,0,0,0,0,0,5,2006,0,0,207500
926,60,0,93.0,11999,0,0,0,0,0,0,9,0,0,0,0,8,5,2003,2004,1,0,0,0,0,340.0,0,0,0,0,0,0,2,0,0,0,1181,1181,0,0,0,0,1234,1140,0,2374,0,0,2,1,4,1,2,10,0,1,2,2,2003.0,2,3,656,0,0,0,104,100,0,0,0,0,0,0,0,0,5,2007,0,0,285000
930,20,0,73.0,8925,0,0,1,3,0,0,14,0,0,0,1,8,5,2007,2007,0,0,0,0,1,0.0,0,0,0,0,0,3,0,16,0,0,1450,1466,0,0,0,0,1466,0,0,1466,0,0,2,0,3,1,0,7,0,0,0,0,2007.0,2,3,610,0,0,0,100,18,0,0,0,0,0,0,0,0,7,2009,0,0,201000
931,20,0,70.0,9100,0,0,0,0,0,0,11,0,0,0,1,5,6,1965,1965,0,0,0,0,1,0.0,1,0,1,1,0,0,6,338,2,466,121,925,0,0,0,0,925,0,0,925,0,1,1,0,2,1,1,5,0,0,0,1,1965.0,1,1,429,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2009,0,0,117500
932,20,0,84.0,11670,0,0,1,0,2,0,5,4,0,0,1,9,5,2006,2006,1,0,0,11,2,302.0,2,0,0,2,1,0,2,0,0,0,1905,1905,0,0,0,0,1905,0,0,1905,0,0,2,0,3,1,2,8,0,1,2,0,2006.0,2,3,788,0,0,0,0,191,0,0,0,0,0,0,0,0,3,2007,0,0,320000
933,20,0,63.0,8487,0,0,0,0,1,0,0,0,0,0,1,7,5,2004,2004,0,0,0,0,0,210.0,0,0,0,0,0,3,0,20,0,0,1480,1500,0,0,0,0,1500,0,0,1500,0,0,2,0,3,1,0,6,0,0,0,0,2004.0,0,2,570,0,0,0,192,36,0,0,0,0,0,0,0,0,8,2009,0,0,190000
934,20,0,313.0,27650,0,0,2,3,0,1,11,7,0,0,1,7,7,1960,2007,4,4,2,4,1,0.0,1,0,1,0,0,1,0,425,0,0,160,585,0,0,0,0,2069,0,0,2069,1,0,2,0,4,1,0,9,0,1,2,0,1960.0,0,2,505,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2008,0,0,242000
935,30,0,52.0,5825,0,0,1,0,0,0,7,0,0,0,1,4,5,1926,1953,0,0,1,1,0,108.0,1,2,0,4,0,2,2,0,0,0,600,600,0,1,0,0,747,0,0,747,0,0,1,0,1,1,1,5,0,0,0,1,1953.0,1,2,528,0,0,0,0,0,32,0,0,0,0,0,0,0,6,2006,0,0,79900
937,60,0,75.0,9675,0,0,0,0,0,0,5,0,0,0,0,7,5,2005,2005,0,0,0,0,1,0.0,0,0,0,0,0,2,0,341,0,0,772,1113,0,0,0,0,1113,858,0,1971,0,0,2,1,3,1,0,8,0,1,2,0,2005.0,0,2,689,0,0,0,0,48,0,0,0,0,0,0,0,0,2,2009,0,0,253000
938,60,0,73.0,8760,0,0,0,0,0,0,0,0,0,0,0,7,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,1,2,0,464,0,0,927,1391,0,0,0,0,1391,571,0,1962,0,0,2,1,3,1,0,7,0,0,0,0,2006.0,0,3,868,0,0,0,0,90,0,0,0,0,0,0,0,0,8,2006,1,2,239799
940,90,0,55.0,12640,0,0,1,0,0,0,4,0,0,2,1,6,5,1976,1976,0,0,8,5,1,0.0,1,0,1,1,0,1,3,936,5,396,396,1728,0,2,0,0,1728,0,0,1728,0,0,2,0,4,2,1,8,0,0,0,0,1976.0,1,2,574,0,0,0,40,0,0,0,0,0,0,0,0,0,7,2006,0,0,150900
943,90,0,100.0,25000,0,0,0,2,0,0,4,0,0,2,1,5,4,1967,1967,0,0,4,5,1,0.0,1,0,1,1,0,3,2,0,0,0,1632,1632,0,2,0,0,1632,0,0,1632,0,0,2,0,4,2,1,8,0,0,0,0,1967.0,1,2,576,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2007,0,0,143000
945,50,1,98.0,8820,0,0,0,0,2,0,6,0,0,0,2,5,6,1890,1996,1,0,0,0,1,0.0,1,0,2,1,0,0,5,1088,0,0,0,1088,0,2,0,0,1188,561,120,1869,0,0,1,0,2,1,1,7,0,0,0,1,1963.0,1,2,456,0,0,0,48,0,244,0,0,0,0,4,0,0,9,2009,0,0,124900
946,80,0,70.0,8163,0,0,0,0,0,0,11,0,0,0,4,5,6,1959,1959,0,0,4,3,0,128.0,1,2,1,1,0,3,1,748,3,294,102,1144,0,2,0,0,1144,0,0,1144,1,0,1,0,3,1,1,6,0,1,1,0,1959.0,0,1,796,0,0,0,86,0,0,0,0,0,0,0,0,0,3,2006,0,0,143000
947,20,0,85.0,14536,0,0,0,0,0,0,14,0,0,0,1,8,5,2002,2003,1,0,0,0,0,236.0,0,0,0,0,0,3,0,1300,0,0,316,1616,0,0,0,0,1629,0,0,1629,1,0,2,0,3,1,0,9,0,1,2,0,2002.0,2,3,808,0,0,0,0,252,0,0,0,0,0,0,0,0,11,2007,0,0,270000
948,60,0,65.0,14006,0,0,1,0,0,0,0,0,0,0,0,7,5,2002,2002,0,0,0,0,0,144.0,0,0,0,0,0,4,2,0,0,0,936,936,0,0,0,0,936,840,0,1776,0,0,2,1,3,1,0,7,0,1,1,0,2002.0,0,2,474,0,0,0,144,96,0,0,0,0,0,0,0,0,2,2006,0,0,192500
